"","population","overallscore","goal1","goal2","goal3","goal4","goal5","goal6","goal7","goal8","goal9","goal10","goal11","goal12","goal13","goal15","goal16","goal17","unemployment.rate","GDPpercapita","MilitaryExpenditurePercentGDP","internet.usage","pf_law","pf_security","pf_movement","pf_religion","pf_assembly","pf_expression","pf_identity","ef_government","ef_legal","ef_money","ef_trade","ef_regulation"
"1430",438729,71.4,100,58.2,88.2,94.7,61.4,81.7,50.2,86.5,64.1,89,95.9,33.4,33.3,52,89.2,65.2,0.0181,48440.1420151355,0.680287079761237,0.3616342,8.18300910528665,9.59845428707452,9.91291666666667,9.7675,9.69458333333333,9.62040404040404,10,5.97781647699952,7.50254934862432,9.66099475509175,9.33510919847882,8.30555555555556
"1431",443770,72.9,100,60.1,88.8,94.9,59.6,81.7,58.7,86,65.1,89,95.9,33.4,33.3,64.6,89.4,65.8,0.0262,53005.7339209179,0.586825535638613,0.3984,8.18300910528665,9.69908636506407,9.91291666666667,9.7675,9.69458333333333,9.66249158249158,10,5.35847674726867,7.44593170156549,9.65924348895582,9.30033333333333,7.8437962962963
"1432",448055,72.8,100,59.8,89.6,93.5,56.6,81.7,57.6,85,68.6,89.3,95.9,33.4,33.3,64.7,89.5,66,0.0368,65689.3214536911,0.60717994174289,0.5455,8.18300910528665,9.79814566483922,9.91291666666667,9.7675,9.69458333333333,9.70457912457913,10,5.18069525511833,7.51217651823951,9.58257004299869,9.38144444444444,7.90861111111111
"1433",454648,73.5,100,60.5,90,94,61.5,81.7,59,83.1,72.2,89.3,95.9,33.4,33.3,65.8,89.6,66.6,0.0511,76544.9170868473,0.611235470879585,0.6588,8.18300910528665,9.83128559098475,9.91291666666667,9.7675,9.69458333333333,9.66249158249158,10,5.29019621806908,7.45546808903483,9.55508325668446,9.35755555555556,7.86607731416914
"1434",460929,73.6,100,58.4,90.5,95.2,61.9,81.7,58.3,85,73.5,88.5,96,33.4,33.3,65.8,89.5,66.3,0.0449,80988.1376230858,0.58477615707441,0.7,8.18300910528665,9.76863897669126,9.91291666666667,9.7675,9.69458333333333,9.74666666666667,10,5.14971672516778,7.50805911828153,9.4702784754965,8.24047671439704,7.65724512231768
"1435",468790,74,100,58.7,91,95.6,62.2,81.6,59.6,85.2,77.3,88.3,96,33.4,33.3,65.8,89.7,65.6,0.0473,90788.8004876145,0.52078771268481,0.7251,8.18300910528665,9.67708067206702,9.91291666666667,9.7675,9.69458333333333,9.74666666666667,10,5.5270907052887,7.4832939685887,9.41155835110646,8.08892759762723,7.47838045828233
"1436",476017,73.9,100,57.8,91.3,95.2,62.5,81.6,58.8,85.4,78.1,88.1,96,33.4,33.3,65.8,90.2,65.1,0.0407,107475.320297978,0.50162400683642,0.7892,8.18300910528665,9.68130127780783,9.91291666666667,9.7675,9.69458333333333,9.74666666666667,10,5.65811081984718,7.80441689792634,9.48740237970608,8.09755071149564,7.41470204395109
"1437",483720,74,100,60.7,92,94.1,62.5,81.6,55.6,85.1,81.7,85.9,96,33.4,33.3,65.8,90.2,65.4,0.0506,120422.137934157,0.364912794964823,0.8223,8.18300910528665,9.43797980566148,9.88208333333333,9.6725,9.6875,9.71733333333333,10,5.73808558998944,7.86944846409614,9.4344620855572,8.08479973278983,7.39556478348566
"1438",493551,74.4,100,60.5,91.7,94.1,60.1,81.6,59.4,85.5,82.6,87.9,96,34.9,33.3,66.6,90.4,66.4,0.0512,109419.746953106,0.371311757115607,0.8731,8.18300910528665,9.68585303314671,9.88208333333333,9.6725,9.6875,9.71733333333333,10,5.18596099429507,7.80835475157138,9.554107350823,8.05815208402286,7.42102885871674
"1439",502185,74.6,100,58.9,93.4,94.4,60.2,81.6,59.1,85.7,82.4,88.9,95.4,35,33.3,66.6,89.6,68.8,0.0436,110885.991378724,0.441009496679635,0.9062,8.18300910528665,9.54610937642352,9.88208333333333,9.6725,9.6875,9.71733333333333,10,4.81091038181863,7.8336704587459,9.3544864370745,8.07464620136237,7.65055134566215
"1440",511954,74.6,100,57.2,93.6,94.1,64.2,81.6,55.9,85.3,84.7,86.6,96.7,35.4,33.3,66.6,90.9,67.3,0.049,119025.057203467,0.376775588804359,0.9002986,8.18300910528665,9.72047218160255,9.88208333333333,9.6725,9.6875,9.71733333333333,10,5.03995224400474,7.80466710005924,9.3650109329903,7.95702719909087,7.6967499199417
"1441",524458,74.5,100,57.3,94,96.7,61.8,81.6,57.2,85.5,85.5,83.5,97.4,36.5,33.3,66.6,90.2,64.3,0.0514,112584.676270958,0.358937251707305,0.9194992,8.18300910528665,9.80560849542684,9.88208333333333,9.6725,9.6875,9.71733333333333,10,5.20770000660174,7.79773810134802,9.26046824609224,7.85326411291579,7.7399586065795
"1442",536711,75.1,100,58.6,93.9,96,74.1,81.6,51.3,85.2,86.2,86.8,96.2,37.2,34.6,66.6,88.3,64.2,0.0585,120000.14072986,0.358492375793951,0.937765,8.18300910528665,9.80560849542684,9.88208333333333,9.6725,9.6875,9.71733333333333,10,5.68439789456855,7.86043698256276,9.20497993955602,7.88417361499188,7.81862858857175
"1443",549420,75.7,99.9,59.9,94.2,96.4,74,81.6,51.8,85.4,87.2,87.9,97.6,38,36.9,66.7,88.8,64.2,0.0585,123678.702143273,0.366856825936978,0.9467,8.18300910528665,9.72778355457979,9.88208333333333,9.6725,9.6875,9.71733333333333,10,5.77931916510097,7.90990182213073,9.48574975890218,8.33939441282465,7.85548544466247
"1444",562719,76.1,99.8,59.7,94.6,97.6,77.9,81.6,52.9,85,87.5,85.5,97.6,39,39,66.8,89.7,63.8,0.0667,105462.012584423,0.415571527949753,0.9637672,8.18300910528665,9.7014777131783,9.88208333333333,9.6725,9.6875,9.71733333333333,10,5.42309458268616,8.25717641835702,9.45626232432869,8.09183465520761,7.99482011663723
"1445",576096,76.5,99.8,57,95.3,99,77.3,81.6,55,85.3,87.6,87.5,97.4,39.2,40.4,67.7,89.8,63.4,0.0629,106899.293549555,0.378949157263331,0.98136696,8.18300910528665,9.7014777131783,9.88208333333333,9.6725,9.6875,9.71733333333333,10,5.49629930624196,8.23632749641461,9.31050008821255,8.10307494810074,7.97636078560453
"1446",590606,76.7,99.8,58.3,95.9,96.8,79.3,81.6,55.9,86.1,88.1,80.1,98.6,39.4,44.3,67.7,90.7,64.2,0.0552,110193.213797229,0.495110917223231,0.9736296,8.18300910528665,9.7828730620155,9.88208333333333,9.6725,9.6875,9.71733333333333,10,5.75914875846147,8.21528486697017,9.16735619261715,8.2789427611754,7.91245101985747
"1447",601959,76.6,99.6,59.6,95.5,98.9,73.8,81.6,56.3,85.9,88.7,79.5,96.3,39.5,44.8,67.7,90.7,67.3,0.0559,116786.511654675,0.500655642661875,0.970613,8.18300910528665,9.75961724806202,9.88208333333333,9.6725,9.6875,9.71733333333333,10,5.67806951247025,8.16439970585905,9.30417742244784,8.33476148895798,7.94597053990525
"1448",613867,77.3,100,59.6,96.7,99.4,76.6,81.6,56.5,85.9,88.7,84,97.6,39.5,44.8,67.8,90.7,67.6,0.0559,112621.821337402,0.546705762701995,0.97120636,8.07236932657347,9.73781492248062,9.88208333333333,9.6725,9.661875,9.71733333333333,10,5.69713482014059,8.16734119752572,9.30066747040691,8.20456148881322,8.05708165101636
"1449",626079,78.1,100,59.1,96.8,98.3,81.3,81.6,56.5,85.3,88.8,84,97.6,39.5,49.8,67.8,90.8,72.2,0.0677,117370.49690016,0.57578622567143,0.98822426,7.78739172295257,9.87236918604651,7.745,9.7675,9.66395833333333,9.74666666666667,10,4.8856811531152,8.24002294669239,9.10772701985774,7.79115160855659,7.69426402637758
"1450",2408954,73.5,100,60.3,68.6,98.6,67.2,87.8,83.8,79.2,27.1,68.1,90.3,69.4,79.1,81.6,71.7,44.3,0.1421,3361.64086880275,0.881715011606815,0.06319062,6.8519476873755,7.46086634622647,9.86083333333333,8.82729166666667,9.16097222222222,8.75507878787879,10,7.02130642195955,6.00740637593424,8.55141223359888,8.32594189324697,7.35875340274758
"1451",2376105,73.7,100,60.1,69.2,98.6,67.4,87.8,83.3,79.4,27.3,68.1,90.4,70.5,78.7,81.6,71.9,44.7,0.1382,3578.00190041351,1.04153876427659,0.072193456,6.8519476873755,8.45462218266834,9.86083333333333,8.82729166666667,9.16097222222222,7.75507878787879,10,7.03088596168992,5.99970236023323,9.32520892484878,8.43617211114634,7.14906340151996
"1452",2342394,74.1,100,61.6,69.7,98.6,68,87.9,82.6,79.4,29.6,68.1,90.4,70,78.6,84.4,71.9,45,0.1383,4136.93329688951,1.54220827552533,0.2194,6.8519476873755,8.47062935280704,9.86083333333333,8.82729166666667,9.16097222222222,7.66113939393939,10,7.22860601958317,6.83830000610539,9.35953572172575,8.51106900863158,7.21780277716701
"1453",2309894,74.2,100,61.3,70.3,98.6,69.7,88,82.1,80.4,30,68.1,90.5,69.8,78.4,84.4,71.9,43.9,0.1206,5145.19523190241,1.61002427493687,0.2698,6.8519476873755,8.53082190769066,9.86083333333333,8.82729166666667,9.16097222222222,7.69245252525253,10,7.1892600877382,6.56552171931372,9.22210748769529,8.55566239316239,7.24693274420645
"1454",2278790,75.3,100,61.3,70.9,98.6,69.9,88.1,84.2,80.5,32,68.1,90.6,69.9,78.3,96.5,72.2,44.8,0.1171,6378.66652057115,1.59565821670758,0.3858,6.87948412595063,8.64972114315228,9.86083333333333,8.82729166666667,9.16097222222222,7.69245252525253,10,7.31264302733812,6.63653610014265,9.03583316676685,8.63638142524702,7.47884885047646
"1455",2248096,75,100,63,72.1,98.6,70,88.1,84.5,81.3,34.6,56.6,90.6,67.9,78.2,96.5,72.9,44.4,0.1003,7594.90238431362,1.61062192658035,0.46,6.87948412595063,8.99092991095527,9.86083333333333,8.82729166666667,9.43875,7.62982626262626,10,7.53812849997319,7.01102461787628,8.6784001623243,8.40648983636058,7.33144781019998
"1456",2218217,75.9,100,60.5,72,98.6,69.1,88.2,82.8,82.9,35.9,73.3,90.7,67.8,77.7,96.5,73.3,44.6,0.0703,9723.44690174779,1.70523464011206,0.5363,6.89356894557875,8.9791280320426,9.87458333333333,8.82729166666667,9.43875,8.66113939393939,10,7.64020940855906,7.01829486381885,8.70874698341979,8.31781037944063,7.84173619236587
"1457",2189609,75,100,62.3,71.9,98.6,69.7,88.3,82,83.3,36.9,63.1,86.7,64.9,77.4,96.5,74.1,44.3,0.0605,14113.5291277327,1.55039879604486,0.5917,6.95221095698303,9.1896824496407,9.87458333333333,8.82729166666667,9.43875,8.60441313131313,10,7.58207938798951,7.09960710499874,8.76578558141793,8.47386542443191,7.85319229596465
"1458",2162497,75.5,100,62.1,73.6,98.6,69.9,88.3,83.3,82.4,40,63.8,86.8,64.3,77.6,96.7,75,45.5,0.0774,16467.1436879405,1.62264137558566,0.6341,6.96749335245154,9.03549780895292,9.87791666666667,8.84041666666667,9.45125,8.6087797979798,10,7.38394878987017,6.87409037471066,8.90255554186492,8.43457170281094,7.80420446822863
"1459",2138327,76.3,100,62.1,74.6,98.1,71,88.4,86.5,77.2,41.3,71.5,88.8,66.8,78.2,96.9,73.3,46.2,0.1751,12331.9285524089,1.37736784110828,0.6684,6.98304502754638,8.96631480980973,9.87791666666667,8.84041666666667,9.45125,8.54615353535354,10,7.05012125340599,6.74876755264763,8.89630574987878,8.44604005158344,7.7169287948487
"1460",2114202,76.4,100,60.2,76.2,97.8,70.1,88.5,84.1,76,44.5,75.1,88.8,65,77.2,97.9,73.1,45.4,0.1948,11420.9940032836,1.0835925294035,0.6842,7.1005111634536,9.41749223410512,9.88833333333333,8.86604166666667,9.45125,8.5050404040404,10,6.90452368176701,6.81125280325813,8.93253969449284,8.40142454131544,7.58549607231226
"1461",2088859,77.1,100,60.3,78,98.1,71.7,88.6,85.4,77.7,50.3,72.1,89.4,64.7,76,97.9,73.6,45.4,0.1621,13338.9622350852,1.07114811696512,0.69749954,7.15632433526307,9.4183904797866,9.90166666666667,9.699375,9.45125,8.25150505050505,10,6.96149427903986,6.79736253039754,8.97516854267005,8.37113771438426,7.66732224336194
"1462",2065089,77.8,100,65,78,97.6,71.8,88.6,88.1,78.4,49.9,74.5,89.8,63.9,75.9,97.9,76.5,47.4,0.1505,13847.3379393194,0.907662242915502,0.7311994,7.21621309338972,9.40529826637967,9.90166666666667,9.699375,9.45125,8.25650505050505,10,7.22335226278372,6.82421234253198,8.96191789306166,8.35504593000448,8.01878429938483
"1463",2042183,77.9,100,63.7,78.8,97.8,73.9,88.7,87.8,80.1,51.6,72.5,91.3,63.9,75.4,97.9,77.1,48,0.1187,15007.4918561719,0.938941958353352,0.752344,7.08270685502724,9.55888970805018,9.90166666666667,9.71375,9.605625,8.32871818181818,10,7.25903962688028,6.94733377720639,9.17567191160574,8.35604234962954,8.01612408311934
"1464",2020790,77.9,100,65.1,79.2,97.7,70.9,88.8,87.3,80.9,55.2,73.4,90.9,63.8,76.7,97.9,77.5,45.2,0.1085,15742.3913381905,0.943460035769368,0.7583,7.11870191263499,9.45360372837025,9.90541666666667,9.71375,9.605625,8.33371818181818,10,7.25580395682863,7.01371602283258,9.28872670797809,8.78178636962971,8.25722246482512
"1465",2001288,78.5,100,68.8,81.4,96.2,71,88.9,86.6,81.5,58.7,75.6,90,64,77.3,97.9,78.9,45.3,0.0987,13786.4567953114,1.03735427695593,0.79200584,7.13729909593119,9.42628855742174,9.90541666666667,8.88041666666667,9.605625,8.11149595959596,10,7.19402717309807,6.81975871893777,9.47072278511342,8.61952461351247,8.49044540682659
"1466",1982621,78.7,100,66.3,81.9,96.7,71.6,89,87.5,81.6,60.8,75.7,89.8,62.7,76.6,97.9,79.6,44.4,0.0964,14331.7515885053,1.45006228291436,0.79842094,6.74925723631948,9.3721814145646,9.81625,9.703125,9.58875,8.15892222222222,10,7.28257068440455,6.70286440632327,9.32334990825884,8.63552239832921,8.14739802707969
"1467",1964331,79.3,100,66.8,83.1,98,70.5,89.1,90.3,82.6,70.7,71.7,89.9,62.2,74.2,97.9,79.3,44,0.0872,15695.115154106,1.59351134040875,0.80114075,6.95221095698303,9.24542774086379,9.88541666666667,9.703125,9.31097222222222,8.09032222222222,10,7.16467487045953,6.79403165430243,9.08508530620561,8.71093702086723,8.25067827807618
"1468",1945394,79.7,100,62.6,83,98.2,78.4,89.1,89,83.2,71.3,73,90.9,61.8,71.4,97.9,78.5,44.2,0.0741,17865.0310947639,2.0614980896327,0.8357717,6.95221095698303,9.21635797342193,9.88541666666667,9.703125,9.58875,8.18158888888889,10,6.41066497885585,7.0038948363441,9.27315211135469,8.67237734725386,8.27142717059875
"1469",1925867,80.2,100,64.9,84.4,97.5,77.9,89.2,88.9,83.9,73,75.1,89.9,61.7,71.5,97.9,78.8,44.9,0.0631,17945.2222164981,2.01443055910716,0.8613546,6.95221095698303,9.33306478405316,9.8825,9.703125,9.58875,8.24522222222222,10,6.40405006525771,6.99505237667743,9.30986519913099,8.71208162080639,8.26395773471475
"1470",1907244,80.5,100,65.6,85,97.8,78,89.2,88.9,82.9,72.8,72.6,89.5,61.7,72,97.9,81.2,49.3,0.081,18207.1396408628,2.14893719211152,0.88897964,7.01500266621694,9.55262873754153,8.2175,9.714375,9.57395833333333,8.15828888888889,10,6.19613057266503,7.05573066501077,9.19271681001172,8.35812432171792,8.06238614060746
"1471",28366437,58.9,81.3,51.3,56.3,42.4,25.7,47.6,56.4,69.2,25.4,50,64.3,91.6,95.5,65.7,60.5,56.9,0.1358,1492.37707519531,2.21096220697173,0.006937913,3.92311665487182,9.17649109457629,7.32958333333333,4.79916666666667,6.18539351851852,5.22163535353535,4.375,6.88697294407858,4.64561184141011,6.98750153617514,5.33826837650604,5.59391955141665
"1472",28742394,59.5,81.3,54.3,57.1,44.3,26,47,57.8,69.8,25.4,50,64.3,91.4,95.4,65.7,60.4,57.1,0.1246,1500.36340332031,3.72613588276971,0.013714381,3.92311665487182,9.13829261882993,7.32958333333333,4.79916666666667,6.18539351851852,5.17163703453515,4.375,6.90716686572733,4.63455398747261,7.0937809964116,5.23442219881802,5.48130559390468
"1473",29117800,60,81.3,54.6,57,46.7,31.1,46.5,58.9,70.3,25.1,50,65,91.4,95.4,65.6,60.5,57.2,0.1159,1590.4873046875,3.49178799247956,0.02373253,3.92311665487182,9.18121433498424,7.32958333333333,4.79916666666667,6.18539351851852,5.27012188302,4.375,6.9618468136853,4.65829457995509,6.98966172725627,4.93028035059821,5.5267326296319
"1474",29485833,60.5,81.3,57.5,57,47.9,31.3,47.8,60.8,70.1,25.7,50,65,91.6,95.4,65.6,60.4,56.2,0.1192,1936.09008789063,3.49420754151271,0.033533666,3.92311665487182,8.28086844012009,7.32958333333333,4.63041666666667,6.18539351851852,5.00740906432087,4.375,6.94820513247151,4.68876864164259,7.07362186071438,5.07805812837598,5.77164551672261
"1475",29836707,61.3,81.3,58.1,58.8,48.3,31.6,49.1,62.2,70.7,26.9,50,65.7,91.5,95.1,68.4,60.5,56.8,0.1083,2177.798828125,3.24946757487646,0.11607935,3.92311665487182,8.76572292258016,7.32958333333333,4.63041666666667,6.18539351851852,4.86054461633063,4.375,6.84768800508658,4.94814219718051,7.10904217775436,5.1378150384594,5.70049041508047
"1476",30229542,61.5,81.3,53.2,60.6,48.7,31.8,50.4,61.7,70.6,27.4,50,65.7,91.1,95,69.8,60.5,58.7,0.1101,2237.576171875,3.25799678207968,0.15084444,3.92947265366374,9.18540067230224,7.32958333333333,4.63041666666667,6.18539351851852,4.84403420062191,4.375,6.80541945491988,5.23376423503819,7.12359156442592,5.81344250191668,5.78267480035053
"1477",30634262,62.3,81.3,57.6,60.9,51,32.1,51.7,66.2,71.4,28,48.7,66.4,91.1,95,70,60.5,60.6,0.0967,2433.21264648438,3.10979654916899,0.1977119,3.92947265366374,9.17426585857947,7.32958333333333,4.55416666666667,6.15976851851852,4.89317090346049,4.375,6.78206691777528,4.86059197162901,6.97431678933052,5.8280354448263,6.3874093912907
"1478",31031783,62.2,81.3,51.5,61.3,53.1,32.2,53,61.6,71.4,28.3,48.7,66.4,91,94.9,69.9,61.7,62.8,0.0956,2751.42333984375,3.04695366406602,0.215,3.92947265366374,9.04726654807209,7.32958333333333,4.55416666666667,6.12738425925926,4.82751433780393,4.375,6.86316931062112,5.18082215770876,6.86053597335219,5.8303234686879,6.36624207100018
"1479",31433483,63,81.3,54.2,61.9,57.6,32.5,54.3,61.5,71.4,30.1,48.7,67.1,90.8,94.8,69.9,61.5,65.6,0.0957,3180.17065429688,3.18350142755722,0.331,3.92947265366374,8.95724983086217,7.28125,4.86604166666667,6.25675925925926,5.07487564135154,4.375,6.82139693861196,5.12043019237655,6.67440805594291,6.18995801988233,6.41657027156616
"1480",31836500,63.6,81.3,59,61.9,59.4,32.8,55.6,62.7,71.7,31.5,48.7,67.1,91.1,94.8,69.9,61.2,63.7,0.0896,3118.1416015625,3.28865184646812,0.413,3.92947265366374,8.95693138528976,7.28125,4.86604166666667,6.18875,5.01383249439041,4.375,6.90243973495874,5.07297608128091,6.9551473143886,6.23721389563673,6.57354910031145
"1481",32249254,64.2,81.3,56.8,64.9,61.4,33.6,56.8,65.7,71.7,34,48.7,68.4,91,94.7,69.9,61.8,62.4,0.0909,3067.85180664063,3.39079610106242,0.52,3.94864769821323,8.96809532321332,7.21083333333333,4.86604166666667,6.135625,5.12427119292742,4.375,7.03579988780253,5.00848344010528,7.04384162623456,6.40506266796845,6.67875360032172
"1482",32680476,65.4,83.5,63.7,67,63.5,37.7,57.5,65.7,71.7,33.7,48.7,68.4,91,94.7,69.8,63,62.9,0.0891,3302.453125,3.29749523520352,0.46107483,3.95507609080282,8.5089894501298,7.21083333333333,4.96104166666667,6.35125,4.75951169999774,3.125,6.98962177663518,5.01981436792322,7.15403490688098,6.51330238026012,6.96502802177735
"1483",33126922,66,84.8,60.6,67.6,67.7,38.4,58.2,66.4,71.7,35.5,48.7,72.5,91.1,94.7,69.8,60.6,65.2,0.0899,3164.00463867188,3.46275007931538,0.55416054,3.73347988815114,9.00335361184192,7.21083333333333,4.96104166666667,6.339375,4.67912917671157,3.125,6.47149932604795,5.06499406661482,7.16708695013631,6.66940934613883,6.83519563008053
"1484",33577416,67.1,85.7,63.9,68,70.2,39.8,58.9,67.6,71.6,36.4,53.9,73,91.1,94.7,69.8,62.2,64.5,0.0923,3377.6435546875,3.80578290120645,0.56,3.7296880578344,9.02583244577494,7.16166666666667,4.59354166666667,6.429375,4.58516017214658,3.125,6.47062418615198,5.14317801083496,7.27017922297773,6.67136612749789,6.91776441559627
"1485",34029639,67.7,92.5,62.2,68.5,72.1,40.5,59.6,66,71.3,38.4,53.9,76.5,91,94.8,69.7,62.5,61.7,0.097,3430.53466796875,3.67785635244484,0.568,3.9679150957482,8.70268104933299,7.16166666666667,4.63979166666667,6.36625,4.5881634696021,3.125,6.57298459311195,5.17230423480458,7.37403180088532,6.23576922031799,6.8849367771997
"1486",34467568,67.7,92.7,65.3,69.9,65.7,41,60.2,68,70.6,40.3,53.9,75.5,91.3,95,69.7,63.1,58.6,0.0946,3139.22827148438,3.23015334784149,0.57079998,4.19917083956246,9.03018038379232,7.27083333333333,4.52104166666667,6.03916666666667,4.51911134204447,3.125,6.57232041376238,5.49549868779548,7.29616343422077,6.44351746571356,6.96140316479751
"1487",34893348,67.3,92.8,59.7,70.5,63.3,42.9,60.9,68.5,70.7,37.4,53.9,75.6,91.4,94.9,69.6,63.3,59.8,0.093,3132.9521484375,3.22057501315103,0.58271236,4.19917083956246,8.96308554817276,5.60416666666667,3.68770833333333,6.284375,4.66778194608526,3.125,6.62637970081479,5.33745937200584,7.28045941058999,6.50545761881699,7.18344816212044
"1488",35321179,68.3,93.3,63.3,71.6,66.4,43.5,61.5,68.8,68.6,43.8,53.9,75.5,91.2,94.9,69.6,67.7,58.9,0.09225,3288.50268554688,3.18379579415735,0.6176221,4.16839426804728,8.94359634551495,5.60416666666667,3.89083333333333,5.28854166666667,4.27230185986803,3.125,6.6144318625785,5.49603641201076,7.34443825308148,6.66858138038368,7.05199792831267
"1489",35735050,69.4,93.5,64.6,72.5,68.9,43.1,62.2,69,69.1,45.2,53.9,75.7,91,94.5,77.3,67.6,60.7,0.09239,3492.67236328125,3.13013605325572,0.6480386,4.14139511835367,9.08034932526003,5.61458333333333,3.99333333333333,5.28854166666667,4.0733245552125,3.125,6.63536358848717,5.70480485508635,7.30087520962314,6.89074624470539,7.38131537988398
"1490",36119972,70,93.7,63.2,73.6,74.5,43.6,62.8,69.8,69,51,53.9,73,90.9,94.2,77.3,66,61.3,0.09242,3498.58251953125,3.08214912136127,0.8412036,4.02518000075244,9.04017857142857,5.61458333333333,3.60458333333333,5.19594907407407,3.87663157458529,3.125,6.69304884024455,5.6994746847187,7.42431886865953,6.89992562818602,6.99163616670274
"1491",36488843,70.5,92.4,61.6,73.3,78.5,43.6,63.5,70,67.4,52.6,53.9,75.4,90.9,94.5,77.3,65.2,67.1,0.11114,3258.10498046875,4.20965727140643,0.8412036,4.02518000075244,9.03653239202658,5.67458333333333,3.34020833333333,5.01511574074074,3.66124444444444,3.125,6.62716648730337,5.7315024411035,7.31244670337801,6.22232819062376,6.84047700241558
"1492",4276646,68.5,94.9,51,65,99.7,60,65,64.5,64.6,18.2,67.2,75.2,81.4,93.1,74.8,57,64.8,0.0846,440.538683980372,0.387282499272851,0.012828465,3.84683089898847,7.95420280181215,8.09791666666667,7.49729166666667,7.46736111111111,6.59736666666667,10,7.8975,5.14539610393761,6.61371777029492,7.94459411372238,6.95580192270515
"1493",4226500,68.6,94.9,53,65.4,99.7,62.7,66.9,65.4,65.3,18.1,61,75.3,81.1,93,75.5,57.1,62.6,0.0729,507.404076252819,0.402592316596498,0.01487813,3.83288183954041,8.08252370036336,8.09791666666667,6.98791666666667,6.75631944444445,6.5365,10,6.85960755195254,5.11153869024602,6.61371777029492,7.94459411372238,6.95580192270515
"1494",4174502,69.6,94.9,52.6,66.1,99.7,63,67.2,66,65.6,18.4,69.7,76.2,79.2,92.8,76.7,57.1,67.8,0.068,570.799866188293,0.419846587081724,0.03787243,3.81223949521164,8.11428669994408,8.09791666666667,7.52291666666667,6.71736111111111,5.86983333333333,10,8.1750340599455,5.11228618937102,6.61371777029492,7.94459411372238,6.95580192270515
"1495",4120782,69.9,94.9,51.4,66.5,99.7,63.2,67.4,67.1,64.9,19,73.1,76.4,78.2,92.7,77.1,57.6,68.7,0.0795,682.319095965299,0.416381264465176,0.074075446,3.81223949521164,8.39832921108517,8.09791666666667,7.52291666666667,6.71736111111111,5.75525,10,8.20482515894641,5.10456255763164,6.61371777029492,7.94459411372238,6.95580192270515
"1496",4067182,70.8,94.9,53.5,66.3,99.7,65,67.5,67,64.7,19.4,72.5,77.4,79.4,92.6,78.3,57.8,76.2,0.0817,897.178494749468,0.360979036536125,0.10629391,3.81223949521164,8.54343613884986,8.09791666666667,7.52291666666667,6.71736111111111,5.71705555555555,10,7.37595356661413,5.13354380333916,6.61371777029492,7.94459411372238,6.95580192270515
"1497",4026809,71.1,94.9,52.7,67,99.8,68.3,67.6,67.2,65.2,20.5,67.8,77.6,81.2,92.4,78.9,57.9,78.8,0.0729,1034.39197746993,0.400235101204801,0.1463027,3.8259642868215,8.47500642093451,8.09791666666667,7.52291666666667,6.43958333333333,5.75525,10,7.72402077656676,5.153185403947,6.61371777029492,6.52088479608053,6.95580192270515
"1498",3975955,71.8,94.9,52.4,67.2,99.8,68.5,67.8,68.7,65.1,21.2,71.5,78.5,81.3,92.4,79.6,58.3,81,0.0738,1183.02478439773,0.48263447637712,0.19620647,3.8259642868215,8.2336763173299,8.09791666666667,7.52291666666667,6.42520833333333,5.76455,10,7.08946817569894,5.11262138243538,6.8184830239783,6.63295734842522,7.00489721813069
"1499",3909541,71.9,94.9,47.2,66.3,99.8,68.7,67.9,69.1,66.4,21.8,75,77,81.2,92.3,80.4,57.8,83.8,0.0507,1531.21618929808,0.516193541658915,0.2045,3.82941839215858,8.74584448504821,8.09791666666667,7.52291666666667,6.51780092592593,5.96253888888889,10,7.02344456127528,5.22788181140864,6.68212643820809,6.76804846606357,7.00445386325147
"1500",3844145,72.5,94.9,54.4,67.9,99.8,68.9,67.9,69.8,66.9,22.2,74.1,76.4,81.4,92.2,81.4,57.9,83.2,0.0398,2110.55311796059,0.6085356171256,0.2339,3.81223949521164,8.40193585261136,7.95375,7.24166666666667,6.61884259259259,5.92157777777778,10,7.09296883039413,5.42790597024612,6.96199071686352,6.75718460362287,6.77035780640058
"1501",3780699,73,94.9,50.6,67.9,99.8,70.2,68.1,70.4,65.6,23.1,81.1,78.2,81.7,92.5,82.7,57.4,84.3,0.064,1898.43968295549,0.457886649076119,0.275,3.76859048075725,7.2143852767397,7.86625,7.21041666666667,6.78,5.75464444444444,10,6.74221364740931,5.20416927887948,7.67106204748387,6.54890653810633,6.48409732154518
"1502",3718286,73.1,94.9,51.5,70.2,99.8,67.7,68.3,77.8,65.1,22.8,83.1,77.5,81.3,92.3,83.1,58.9,74.4,0.0745,2436.7993586401,0.262879174562087,0.323,4.21930920209358,8.45682791502524,8.08125,7.83416666666667,7.91854166666667,6.17924251135034,10,7.4013652828979,5.20576324357428,7.40258650954111,6.53155219411181,7.05813104886857
"1503",3638086,73.9,96.3,52.1,71.6,99.8,68.2,68.5,78.1,65.4,28.1,88,77.8,80.5,91.5,83.8,59.7,72.4,0.0668,2941.36211874234,0.272949600366091,0.38,4.23460108799119,8.32327386307821,8.08125,7.90729166666667,7.896875,6.45785917801701,9.375,7.56916973874018,5.40313268040802,7.64574844691165,6.56764665560633,7.01227367121335
